tweet_id,date,priority,my_image_type,my_pages,my_text,my_confidence,my_note,verdict,fix_image_type,fix_pages,fix_text,reviewer_note,image,url
1532920523406995456,2022-06-04,,page_log,17 18,,high,,OK,,,,Ch 397 p. 17 18 sketch,review/thumbs/1532920523406995456.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1532920523406995456
1533283644227260416,2022-06-05,,page_log,19,,high,,OK,,,,Ch 397 p. 19 sketch,review/thumbs/1533283644227260416.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1533283644227260416
1534007690053099520,2022-06-07,,page_log,2,,high,page count RESETS -> new chapter,OK,,,,Ch 398 p. 2 sketch,review/thumbs/1534007690053099520.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1534007690053099520
1534370156809310210,2022-06-08,,page_log,3 4,,high,,OK,,,,,review/thumbs/1534370156809310210.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1534370156809310210
1534732400604745733,2022-06-09,,page_log,5,,high,,OK,,,,Ch 398 p. 5 sketch,review/thumbs/1534732400604745733.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1534732400604745733
1535094793100857345,2022-06-10,,page_log,6,,high,,OK,,,,,review/thumbs/1535094793100857345.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1535094793100857345
1535457193008320513,2022-06-11,,page_log,7,,high,,OK,,,,Ch 398 p. 7 sketch,review/thumbs/1535457193008320513.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1535457193008320513
1535820071188082688,2022-06-12,,page_log,8 9,,high,,OK,,,,Ch 398 p. 9 sketch,review/thumbs/1535820071188082688.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1535820071188082688
1536181741542526976,2022-06-13,,page_log,10,,high,,OK,,,,,review/thumbs/1536181741542526976.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1536181741542526976
1536544533474791424,2022-06-14,,page_log,11,,high,,OK,,,,Ch 398 p. 11 sketch,review/thumbs/1536544533474791424.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1536544533474791424
1536906649612750848,2022-06-15,,page_log,12 13 14 15,,high,four sheets fanned out,OK,,,,,review/thumbs/1536906649612750848.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1536906649612750848
1537269290688122881,2022-06-16,,page_log,16,,high,,OK,,,,,review/thumbs/1537269290688122881.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1537269290688122881
1537632258311323648,2022-06-17,,page_log,17,,high,,OK,,,,Ch 398 p. 17 sketch,review/thumbs/1537632258311323648.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1537632258311323648
1537993636297658369,2022-06-18,,page_log,18 19,,high,chapter ends at p19,OK,,,,,review/thumbs/1537993636297658369.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1537993636297658369
1538794911759077378,2022-06-20,,page_log,3,,high,page count RESETS -> new chapter,OK,,,,,review/thumbs/1538794911759077378.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1538794911759077378
1539081629632630784,2022-06-21,,page_log,4,,high,,OK,,,,,review/thumbs/1539081629632630784.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1539081629632630784
1539443851487694848,2022-06-22,CHECK,page_log,,,low,page number not visible in frame,Fix,,5,,"Page number is 5, visible but in a special font",review/thumbs/1539443851487694848.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1539443851487694848
1539806147745484800,2022-06-23,,page_log,6,,high,,OK,,,,,review/thumbs/1539806147745484800.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1539806147745484800
1540177798618263552,2022-06-24,,page_log,7,,high,,OK,,,,,review/thumbs/1540177798618263552.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1540177798618263552
1540530537512611841,2022-06-25,,page_log,8,,high,,OK,,,,,review/thumbs/1540530537512611841.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1540530537512611841
1540895966798028801,2022-06-26,,page_log,9,,high,,OK,,,,Ch 399 p.9 sketch,review/thumbs/1540895966798028801.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1540895966798028801
1541255538029125633,2022-06-27,,page_log,10,,high,,OK,,,,Ch 399 p.10 sketch,review/thumbs/1541255538029125633.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1541255538029125633
1541676030489833472,2022-06-28,,page_log,11,,high,,OK,,,,Ch 399 p.11 sketch,review/thumbs/1541676030489833472.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1541676030489833472
1541980381552922624,2022-06-29,,page_log,12,,high,,OK,,,,Ch 399 p.12 sketch,review/thumbs/1541980381552922624.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1541980381552922624
1542343325021196291,2022-06-30,,page_log,13,,high,,OK,,,,Ch 399 p.13 sketch,review/thumbs/1542343325021196291.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1542343325021196291
1542705613519523840,2022-07-01,,page_log,14,,high,,OK,,,,Ch 399 p.14 sketch,review/thumbs/1542705613519523840.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1542705613519523840
1543068288862760960,2022-07-02,,page_log,15,,high,,OK,,,,Ch 399 p.15 sketch,review/thumbs/1543068288862760960.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1543068288862760960
1543431031293767680,2022-07-03,,page_log,16,,high,,OK,,,,Ch 399 p.16 sketch,review/thumbs/1543431031293767680.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1543431031293767680
1543792686947110912,2022-07-04,,page_log,17,,high,,OK,,,,Ch 399 p.17 sketch,review/thumbs/1543792686947110912.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1543792686947110912
1544155535347290113,2022-07-05,,page_log,18,,high,,OK,,,,Ch 399 p.18 sketch,review/thumbs/1544155535347290113.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1544155535347290113
1544517962953920513,2022-07-06,,page_log,19,,high,chapter ends at p19,OK,,,,Ch 399 p.19 sketch,review/thumbs/1544517962953920513.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1544517962953920513
1545242707840225281,2022-07-08,,page_log,2,,high,page count RESETS -> new chapter,OK,,,,Ch 400 p. 2 sketch,review/thumbs/1545242707840225281.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1545242707840225281
1545606271935533059,2022-07-09,,page_log,3,,high,,OK,,,,Ch 400 p. 3 sketch,review/thumbs/1545606271935533059.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1545606271935533059
1545966491199188993,2022-07-10,,page_log,4,,high,,OK,,,,Ch 400 p. 4 sketch,review/thumbs/1545966491199188993.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1545966491199188993
1546329266433826816,2022-07-11,,page_log,5,,high,,OK,,,,Ch 400 p. 5 sketch,review/thumbs/1546329266433826816.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1546329266433826816
1546691419129098245,2022-07-12,,page_log,6,,high,,OK,,,,Ch 400 p. 6 sketch,review/thumbs/1546691419129098245.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1546691419129098245
1547054032136863744,2022-07-13,,page_log,7,,high,,OK,,,,,review/thumbs/1547054032136863744.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1547054032136863744
1547423498426978304,2022-07-14,,page_log,8,,high,,OK,,,,Ch 400 p. 8 sketch,review/thumbs/1547423498426978304.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1547423498426978304
1547778808207380485,2022-07-15,,page_log,9,,high,,OK,,,,,review/thumbs/1547778808207380485.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1547778808207380485
1548141221406642177,2022-07-16,,page_log,10,,high,,OK,,,,Ch 400 p. 10 sketch,review/thumbs/1548141221406642177.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1548141221406642177
1548503498697760768,2022-07-17,,page_log,11,,high,,OK,,,,,review/thumbs/1548503498697760768.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1548503498697760768
1548865803268734976,2022-07-18,,page_log,12,,high,,OK,,,,Ch 400 p. 12 sketch,review/thumbs/1548865803268734976.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1548865803268734976
1549228293349466112,2022-07-19,,page_log,13,,high,,OK,,,,Ch 400 p. 13 sketch,review/thumbs/1549228293349466112.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1549228293349466112
1549591364169437184,2022-07-20,,page_log,14,,high,,OK,,,,Ch 400 p. 14 sketch,review/thumbs/1549591364169437184.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1549591364169437184
1549952765966725120,2022-07-21,,page_log,15,,high,,OK,,,,Ch 400 p. 15 sketch,review/thumbs/1549952765966725120.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1549952765966725120
1550315226242764802,2022-07-22,,page_log,16,,high,,OK,,,,Ch 400 p. 16 sketch,review/thumbs/1550315226242764802.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1550315226242764802
1550677625844027392,2022-07-23,,page_log,17,,high,,OK,,,,Ch 400 p. 17 sketch,review/thumbs/1550677625844027392.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1550677625844027392
1551045024028143616,2022-07-24,,page_log,18,,high,,OK,,,,,review/thumbs/1551045024028143616.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1551045024028143616
1551402850256707586,2022-07-25,,page_log,19,,high,chapter ends at p19,OK,,,,Ch 400 p. 19 sketch Kurapika,review/thumbs/1551402850256707586.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1551402850256707586
1553257639051546625,2022-07-30,,page_log,5,,high,RESET; 07-26..29 gap - he switches to chapter-number text posts here,OK,,,,,review/thumbs/1553257639051546625.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1553257639051546625
1553943032554106882,2022-08-01,,page_log,8,,high,,OK,,,,Ch 401 p. 8 sketch,review/thumbs/1553943032554106882.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1553943032554106882
1554301262388084736,2022-08-02,,page_log,9,,high,,OK,,,,Ch 401 p. 9 sketch,review/thumbs/1554301262388084736.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1554301262388084736
1555389385784274946,2022-08-05,,page_log,12,,high,,OK,,,,Ch 401 p. 12 sketch,review/thumbs/1555389385784274946.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1555389385784274946
1555751795451777026,2022-08-06,,page_log,13,,high,,OK,,,,Ch 401 p. 13 sketch,review/thumbs/1555751795451777026.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1555751795451777026
1556114159313379328,2022-08-07,,page_log,14,,high,,OK,,,,,review/thumbs/1556114159313379328.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1556114159313379328
1556478800333905920,2022-08-08,CHECK,page_log,15,,medium,number on a different form-like sheet,OK,,,,,review/thumbs/1556478800333905920.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1556478800333905920
1556839262779088896,2022-08-09,,page_log,16,,high,,OK,,,,,review/thumbs/1556839262779088896.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1556839262779088896
1557202514189045760,2022-08-10,,page_log,17,,high,,OK,,,,,review/thumbs/1557202514189045760.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1557202514189045760
1557572968888164352,2022-08-11,,page_log,18,,high,,OK,,,,,review/thumbs/1557572968888164352.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1557572968888164352
1565901913752686592,2022-09-03,CHECK,page_log,3,,medium,number rotated at frame edge,OK,,,,Ch 402 p. 3 sketch,review/thumbs/1565901913752686592.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1565901913752686592
1566280525488148480,2022-09-04,,page_log,4,,high,,OK,,,,Ch 402 p. 4 sketch,review/thumbs/1566280525488148480.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1566280525488148480
1568203247898460161,2022-09-09,,page_log,9,,high,,OK,,,,,review/thumbs/1568203247898460161.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1568203247898460161
1568856569747755009,2022-09-11,,page_log,11,,high,,OK,,,,,review/thumbs/1568856569747755009.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1568856569747755009
1569235741808664576,2022-09-12,,page_log,12,,high,,OK,,,,,review/thumbs/1569235741808664576.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1569235741808664576
1571060822352494592,2022-09-17,CHECK,page_log,,,low,digit ambiguous (reads 21 rotated; 21 implausible for a ~19pp chapter),Fix,,17,,Page number is 17,review/thumbs/1571060822352494592.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1571060822352494592
1571408244450684931,2022-09-18,,page_log,18,,high,,OK,,,,Ch 402 p. 18 sketch,review/thumbs/1571408244450684931.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1571408244450684931
1571722358100234240,2022-09-19,,page_log,19,,high,chapter ends at p19,OK,,,,,review/thumbs/1571722358100234240.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1571722358100234240
1572428421187371008,2022-09-21,,page_log,2,,high,page count RESETS -> new chapter,OK,,,,,review/thumbs/1572428421187371008.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1572428421187371008
1572812396757852160,2022-09-22,,page_log,3,,high,,OK,,,,,review/thumbs/1572812396757852160.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1572812396757852160
1573236757432336384,2022-09-23,,page_log,4,,high,,OK,,,,Ch 403 p. 4 sketch,review/thumbs/1573236757432336384.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1573236757432336384
1573549188888993792,2022-09-24,,page_log,5,,high,,OK,,,,Ch 403 p. 5 sketch,review/thumbs/1573549188888993792.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1573549188888993792
1574001223505567744,2022-09-25,,page_log,6,,high,,OK,,,,,review/thumbs/1574001223505567744.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1574001223505567744
1574326539394592768,2022-09-26,,page_log,7,,high,,OK,,,,Ch 403 p. 7 sketch,review/thumbs/1574326539394592768.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1574326539394592768
1575098686904111104,2022-09-28,,page_log,8 9,,high,,OK,,,,,review/thumbs/1575098686904111104.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1575098686904111104
1576177741103124481,2022-10-01,,page_log,10 11 12 13,,high,,OK,,,,,review/thumbs/1576177741103124481.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1576177741103124481
1579463294104240129,2022-10-10,,page_log,3 4 5 6,,high,RESET,OK,,,,Ch 404 p. 6 sketch,review/thumbs/1579463294104240129.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1579463294104240129
1580904454253002753,2022-10-14,,page_log,10,,high,,OK,,,,Ch 404 p. 10 sketch,review/thumbs/1580904454253002753.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1580904454253002753
1581202157696475136,2022-10-15,,page_log,11,,high,,OK,,,,,review/thumbs/1581202157696475136.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1581202157696475136
1785895428573319488,2024-05-02,,page_log,6 7,,high,2024 era begins; multiple pages per post,OK,,,,Ch 405 p. 7 sketch,review/thumbs/1785895428573319488.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1785895428573319488
1786271534228951329,2024-05-03,,page_log,8 9,,high,,OK,,,,Ch 405 p. 8 sketch,review/thumbs/1786271534228951329.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1786271534228951329
1786653489306972278,2024-05-04,,page_log,10 11,,high,,OK,,,,Ch 405 p. 11 sketch,review/thumbs/1786653489306972278.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1786653489306972278
1786998395732988294,2024-05-05,,page_log,12 13 14,,high,,OK,,,,Ch 405 p. 14 sketch,review/thumbs/1786998395732988294.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1786998395732988294
1787384568330301456,2024-05-06,,page_log,15 16 17,,high,,OK,,,,Ch 405 p. 16 sketch,review/thumbs/1787384568330301456.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1787384568330301456
1788466465072640148,2024-05-09,,page_log,4 5 6,,high,RESET,OK,,,,Ch 406 p. 4 sketch,review/thumbs/1788466465072640148.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1788466465072640148
1788817836695331294,2024-05-10,,page_log,7 8 9,,high,,OK,,,,Ch 406 p. 9 sketch,review/thumbs/1788817836695331294.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1788817836695331294
1789536557353087288,2024-05-12,,page_log,13 14 15,,high,,OK,,,,Ch 406 p. 14 sketch,review/thumbs/1789536557353087288.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1789536557353087288
1790651329960087686,2024-05-15,CHECK,page_log,4 5 7,,medium,p6 likely hidden under the stack,OK,,,,,review/thumbs/1790651329960087686.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1790651329960087686
1790999903046599157,2024-05-16,,page_log,8 9 10,,high,,OK,,,,Ch 407 p. 7 matches p. 8 sketch,review/thumbs/1790999903046599157.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1790999903046599157
1791354446531695090,2024-05-17,,page_log,11 12 13,,high,,OK,,,,Ch 407 p. 10 & 11 matches p. 11 & 12 sketch,review/thumbs/1791354446531695090.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1791354446531695090
1792827789370110105,2024-05-21,CHECK,page_log,4 6,,medium,RESET; middle sheet obscured,OK,,,,,review/thumbs/1792827789370110105.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1792827789370110105
1793190105412153752,2024-05-22,,page_log,7 8 9,,high,,OK,,,,Ch 408 p. 7 sketch,review/thumbs/1793190105412153752.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1793190105412153752
1793249714126897478,2024-05-22,,other,,,high,box of discs labelled あとで見る系 円盤BOX 2024.1月〜4月 - not production,OK,,,,,review/thumbs/1793249714126897478.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1793249714126897478
1793552523011469780,2024-05-23,,page_log,10 11 12,,high,,OK,,,,Ch 408 p. 12 sketch,review/thumbs/1793552523011469780.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1793552523011469780
1793914960952861172,2024-05-24,,page_log,13 14 15,,high,,OK,,,,Ch 408 p. 13 sketch,review/thumbs/1793914960952861172.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1793914960952861172
1794277256837374185,2024-05-25,,page_log,16 17 18,,high,,OK,,,,,review/thumbs/1794277256837374185.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1794277256837374185
1795015895884193978,2024-05-27,,artwork,,,high,"finished inked group illustration, signed",OK,,,,Irrelevant to HxH,review/thumbs/1795015895884193978.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1795015895884193978
1795364445029597344,2024-05-28,,page_log,6 7 8,,high,RESET,OK,,,,Ch 409 p. 6 & 7 sketch,review/thumbs/1795364445029597344.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1795364445029597344
1795726834904289495,2024-05-29,,page_log,9 10 11,,high,,OK,,,,,review/thumbs/1795726834904289495.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1795726834904289495
1795737253144379689,2024-05-29,,artwork,,,high,colour Jump-mascot astronaut,OK,,,,Gon,review/thumbs/1795737253144379689.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1795737253144379689
1796089191438447033,2024-05-30,,page_log,12 13 14,,high,,OK,,,,Ch 409 p. 12 sketch,review/thumbs/1796089191438447033.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1796089191438447033
1796126794719895863,2024-05-30,,artwork,,,high,colour Gon,OK,,,,,review/thumbs/1796126794719895863.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1796126794719895863
1796452021056545038,2024-05-31,,page_log,15 16 17,,high,,OK,,,,Ch 409 p. 15 & 16 sketch,review/thumbs/1796452021056545038.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1796452021056545038
1796517064666137032,2024-05-31,,artwork,,,high,colour Gon + mascot,OK,,,,,review/thumbs/1796517064666137032.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1796517064666137032
1796824355005206711,2024-06-01,,artwork,,,high,colour Gon with staff,OK,,,,,review/thumbs/1796824355005206711.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1796824355005206711
1797197820585497053,2024-06-02,CHECK,page_log,2 3,,medium,third sheet partly obscured,Fix,,2 3 4,,Ch 410 p. 4 sketch,review/thumbs/1797197820585497053.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1797197820585497053
1797235656940540335,2024-06-02,,artwork,,,high,colour illustration beside the 2008 WSJ #14 revival cover,OK,,,,,review/thumbs/1797235656940540335.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1797235656940540335
1797538778439090611,2024-06-03,,page_log,5 6 7,,high,,OK,,,,Ch 410 p. 6 sketch; Killua sketch showing “p. 5” is just for numbering the page not actually appears on the published version,review/thumbs/1797538778439090611.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1797538778439090611
1797558564116165098,2024-06-03,,artwork,,,high,colour Killua beside the same WSJ cover,OK,,,,,review/thumbs/1797558564116165098.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1797558564116165098
1797901236098023911,2024-06-04,,page_log,8 9 10,,high,,OK,,,,Ch 410 p. 8 sketch,review/thumbs/1797901236098023911.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1797901236098023911
1797930703407263899,2024-06-04,,artwork,,,high,"colour illustration, cat-like character",OK,,,,The character is Pitou,review/thumbs/1797930703407263899.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1797930703407263899
1798263559031501158,2024-06-05,,page_log,11 12 13,,high,,OK,,,,,review/thumbs/1798263559031501158.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1798263559031501158
1798281414670250400,2024-06-05,,artwork,,,high,"colour painting, Biscuit and others",OK,,,,The characters are chimera ant arc characters,review/thumbs/1798281414670250400.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1798281414670250400
1798626376557498622,2024-06-06,,page_log,14 15 16,,high,,OK,,,,,review/thumbs/1798626376557498622.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1798626376557498622
1798661926345637997,2024-06-06,,artwork,,,high,colour Gon/Killua/Biscuit,OK,,,,,review/thumbs/1798661926345637997.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1798661926345637997
1798988560256864617,2024-06-07,,page_log,17 18 19,,high,chapter ends at p19,OK,,,,,review/thumbs/1798988560256864617.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1798988560256864617
1799350843986350568,2024-06-08,,page_log,1 2 3,,high,"RESET - includes p1, unusual",OK,,,,Ch 411 p. 1 sketch,review/thumbs/1799350843986350568.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1799350843986350568
1799770247752503341,2024-06-09,,page_log,4 5 6,,high,,OK,,,,Ch 411 p. 5 sketch,review/thumbs/1799770247752503341.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1799770247752503341
1800075528600428979,2024-06-10,,page_log,7 8 9,,high,,OK,,,,Ch 411 p. 8 & 9 sketch,review/thumbs/1800075528600428979.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1800075528600428979
1800497805502620009,2024-06-11,,artwork,,,high,colour Killua,OK,,,,,review/thumbs/1800497805502620009.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1800497805502620009
1800800295573971089,2024-06-12,,page_log,13 14 15,,high,,OK,,,,Ch 411 p. 14 sketch,review/thumbs/1800800295573971089.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1800800295573971089
1800837214533996652,2024-06-12,,artwork,,,high,colour chibi with fish,OK,,,,Gon,review/thumbs/1800837214533996652.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1800837214533996652
1801162627944722613,2024-06-13,,page_log,16 17 18,,high,,OK,,,,,review/thumbs/1801162627944722613.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1801162627944722613
1801239618127647228,2024-06-13,,artwork,,,high,colour portrait,OK,,,,Genthru,review/thumbs/1801239618127647228.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1801239618127647228
1802612319396168016,2024-06-17,,page_log,3 4 5,,high,RESET,OK,,,,Ch 412 p. 2 & 3 match 3 & 4,review/thumbs/1802612319396168016.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1802612319396168016
1802665606199803994,2024-06-17,,artwork,,,high,colour Gon,OK,,,,,review/thumbs/1802665606199803994.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1802665606199803994
1802985026558320957,2024-06-18,,page_log,6,,high,,OK,,,,Ch 412 p. 5 matches 6,review/thumbs/1802985026558320957.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1802985026558320957
1803337143743664338,2024-06-19,,page_log,7 8 9,,high,,OK,,,,Ch 412 p. 9 & 10 match 10 & 11,review/thumbs/1803337143743664338.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1803337143743664338
1803394314233663704,2024-06-19,,artwork,,,high,two colour Gon cuts,OK,,,,,review/thumbs/1803394314233663704.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1803394314233663704
1803699785347768718,2024-06-20,,page_log,10 11 12,,high,,OK,,,,,review/thumbs/1803699785347768718.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1803699785347768718
1803755471377219814,2024-06-20,,artwork,,,high,colour chibi cuts,OK,,,,Both are Gon,review/thumbs/1803755471377219814.jpg,https://x.com/Un4v5s8bgsVk9Xp/status/1803755471377219814
