tweet_id,date,image_type,pages_shown,transcribed_text,chapters,stage_raw,confidence,notes,status,source_of_truth,verdict,reviewer_note,model_image_type,model_pages_shown,model_transcribed_text,confirmed_at
1540895966798028801,2022-06-26,page_log,9,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.9 sketch,page_log,9,,2026-08-30T06:00:17.009316+00:00
1541255538029125633,2022-06-27,page_log,10,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.10 sketch,page_log,10,,2026-08-30T06:00:17.009316+00:00
1541676030489833472,2022-06-28,page_log,11,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.11 sketch,page_log,11,,2026-08-30T06:00:17.009316+00:00
1541980381552922624,2022-06-29,page_log,12,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.12 sketch,page_log,12,,2026-08-30T06:00:17.009316+00:00
1542343325021196291,2022-06-30,page_log,13,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.13 sketch,page_log,13,,2026-08-30T06:00:17.009316+00:00
1542705613519523840,2022-07-01,page_log,14,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.14 sketch,page_log,14,,2026-08-30T06:00:17.009316+00:00
1543068288862760960,2022-07-02,page_log,15,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.15 sketch,page_log,15,,2026-08-30T06:00:17.009316+00:00
1543431031293767680,2022-07-03,page_log,16,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.16 sketch,page_log,16,,2026-08-30T06:00:17.009316+00:00
1543792686947110912,2022-07-04,page_log,17,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.17 sketch,page_log,17,,2026-08-30T06:00:17.009316+00:00
1544155535347290113,2022-07-05,page_log,18,,,,high,,confirmed,human_confirmed,ok,Ch 399 p.18 sketch,page_log,18,,2026-08-30T06:00:17.009316+00:00
1544517962953920513,2022-07-06,page_log,19,,,,high,chapter ends at p19,confirmed,human_confirmed,ok,Ch 399 p.19 sketch,page_log,19,,2026-08-30T06:00:17.009316+00:00
1545242707840225281,2022-07-08,page_log,2,,,,high,page count RESETS -> new chapter,confirmed,human_confirmed,ok,Ch 400 p. 2 sketch,page_log,2,,2026-08-30T06:00:17.009316+00:00
1545606271935533059,2022-07-09,page_log,3,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 3 sketch,page_log,3,,2026-08-30T06:00:17.009316+00:00
1545966491199188993,2022-07-10,page_log,4,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 4 sketch,page_log,4,,2026-08-30T06:00:17.009316+00:00
1546329266433826816,2022-07-11,page_log,5,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 5 sketch,page_log,5,,2026-08-30T06:00:17.009316+00:00
1546691419129098245,2022-07-12,page_log,6,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 6 sketch,page_log,6,,2026-08-30T06:00:17.009316+00:00
1547054032136863744,2022-07-13,page_log,7,,,,high,,confirmed,human_confirmed,ok,,page_log,7,,2026-08-30T06:00:17.009316+00:00
1547423498426978304,2022-07-14,page_log,8,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 8 sketch,page_log,8,,2026-08-30T06:00:17.009316+00:00
1547778808207380485,2022-07-15,page_log,9,,,,high,,confirmed,human_confirmed,ok,,page_log,9,,2026-08-30T06:00:17.009316+00:00
1548141221406642177,2022-07-16,page_log,10,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 10 sketch,page_log,10,,2026-08-30T06:00:17.009316+00:00
1548503498697760768,2022-07-17,page_log,11,,,,high,,confirmed,human_confirmed,ok,,page_log,11,,2026-08-30T06:00:17.009316+00:00
1548865803268734976,2022-07-18,page_log,12,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 12 sketch,page_log,12,,2026-08-30T06:00:17.009316+00:00
1549228293349466112,2022-07-19,page_log,13,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 13 sketch,page_log,13,,2026-08-30T06:00:17.009316+00:00
1549591364169437184,2022-07-20,page_log,14,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 14 sketch,page_log,14,,2026-08-30T06:00:17.009316+00:00
1549952765966725120,2022-07-21,page_log,15,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 15 sketch,page_log,15,,2026-08-30T06:00:17.009316+00:00
1550315226242764802,2022-07-22,page_log,16,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 16 sketch,page_log,16,,2026-08-30T06:00:17.009316+00:00
1550677625844027392,2022-07-23,page_log,17,,,,high,,confirmed,human_confirmed,ok,Ch 400 p. 17 sketch,page_log,17,,2026-08-30T06:00:17.009316+00:00
1551045024028143616,2022-07-24,page_log,18,,,,high,,confirmed,human_confirmed,ok,,page_log,18,,2026-08-30T06:00:17.009316+00:00
1551402850256707586,2022-07-25,page_log,19,,,,high,chapter ends at p19,confirmed,human_confirmed,ok,Ch 400 p. 19 sketch Kurapika,page_log,19,,2026-08-30T06:00:17.009316+00:00
1553257639051546625,2022-07-30,page_log,5,,,,high,RESET; 07-26..29 gap - he switches to chapter-number text posts here,confirmed,human_confirmed,ok,,page_log,5,,2026-08-30T06:00:17.009316+00:00
1553943032554106882,2022-08-01,page_log,8,,,,high,,confirmed,human_confirmed,ok,Ch 401 p. 8 sketch,page_log,8,,2026-08-30T06:00:17.009316+00:00
1554301262388084736,2022-08-02,page_log,9,,,,high,,confirmed,human_confirmed,ok,Ch 401 p. 9 sketch,page_log,9,,2026-08-30T06:00:17.009316+00:00
1555389385784274946,2022-08-05,page_log,12,,,,high,,confirmed,human_confirmed,ok,Ch 401 p. 12 sketch,page_log,12,,2026-08-30T06:00:17.009316+00:00
1555751795451777026,2022-08-06,page_log,13,,,,high,,confirmed,human_confirmed,ok,Ch 401 p. 13 sketch,page_log,13,,2026-08-30T06:00:17.009316+00:00
1556114159313379328,2022-08-07,page_log,14,,,,high,,confirmed,human_confirmed,ok,,page_log,14,,2026-08-30T06:00:17.009316+00:00
1556478800333905920,2022-08-08,page_log,15,,,,high,number on a different form-like sheet,confirmed,human_confirmed,ok,,page_log,15,,2026-08-30T06:00:17.009316+00:00
1556839262779088896,2022-08-09,page_log,16,,,,high,,confirmed,human_confirmed,ok,,page_log,16,,2026-08-30T06:00:17.009316+00:00
1557202514189045760,2022-08-10,page_log,17,,,,high,,confirmed,human_confirmed,ok,,page_log,17,,2026-08-30T06:00:17.009316+00:00
1557572968888164352,2022-08-11,page_log,18,,,,high,,confirmed,human_confirmed,ok,,page_log,18,,2026-08-30T06:00:17.009316+00:00
1565901913752686592,2022-09-03,page_log,3,,,,high,number rotated at frame edge,confirmed,human_confirmed,ok,Ch 402 p. 3 sketch,page_log,3,,2026-08-30T06:00:17.009316+00:00
1566280525488148480,2022-09-04,page_log,4,,,,high,,confirmed,human_confirmed,ok,Ch 402 p. 4 sketch,page_log,4,,2026-08-30T06:00:17.009316+00:00
1568203247898460161,2022-09-09,page_log,9,,,,high,,confirmed,human_confirmed,ok,,page_log,9,,2026-08-30T06:00:17.009316+00:00
1568856569747755009,2022-09-11,page_log,11,,,,high,,confirmed,human_confirmed,ok,,page_log,11,,2026-08-30T06:00:17.009316+00:00
1569235741808664576,2022-09-12,page_log,12,,,,high,,confirmed,human_confirmed,ok,,page_log,12,,2026-08-30T06:00:17.009316+00:00
1571060822352494592,2022-09-17,page_log,17,,,,high,digit ambiguous (reads 21 rotated; 21 implausible for a ~19pp chapter),confirmed,human_corrected,fix,Page number is 17,page_log,,,2026-08-30T06:00:17.009316+00:00
1571408244450684931,2022-09-18,page_log,18,,,,high,,confirmed,human_confirmed,ok,Ch 402 p. 18 sketch,page_log,18,,2026-08-30T06:00:17.009316+00:00
1571722358100234240,2022-09-19,page_log,19,,,,high,chapter ends at p19,confirmed,human_confirmed,ok,,page_log,19,,2026-08-30T06:00:17.009316+00:00
1572428421187371008,2022-09-21,page_log,2,,,,high,page count RESETS -> new chapter,confirmed,human_confirmed,ok,,page_log,2,,2026-08-30T06:00:17.009316+00:00
1572812396757852160,2022-09-22,page_log,3,,,,high,,confirmed,human_confirmed,ok,,page_log,3,,2026-08-30T06:00:17.009316+00:00
1573236757432336384,2022-09-23,page_log,4,,,,high,,confirmed,human_confirmed,ok,Ch 403 p. 4 sketch,page_log,4,,2026-08-30T06:00:17.009316+00:00
1573549188888993792,2022-09-24,page_log,5,,,,high,,confirmed,human_confirmed,ok,Ch 403 p. 5 sketch,page_log,5,,2026-08-30T06:00:17.009316+00:00
1574001223505567744,2022-09-25,page_log,6,,,,high,,confirmed,human_confirmed,ok,,page_log,6,,2026-08-30T06:00:17.009316+00:00
1574326539394592768,2022-09-26,page_log,7,,,,high,,confirmed,human_confirmed,ok,Ch 403 p. 7 sketch,page_log,7,,2026-08-30T06:00:17.009316+00:00
1575098686904111104,2022-09-28,page_log,8 9,,,,high,,confirmed,human_confirmed,ok,,page_log,8 9,,2026-08-30T06:00:17.009316+00:00
1576177741103124481,2022-10-01,page_log,10 11 12 13,,,,high,,confirmed,human_confirmed,ok,,page_log,10 11 12 13,,2026-08-30T06:00:17.009316+00:00
1579463294104240129,2022-10-10,page_log,3 4 5 6,,,,high,RESET,confirmed,human_confirmed,ok,Ch 404 p. 6 sketch,page_log,3 4 5 6,,2026-08-30T06:00:17.009316+00:00
1580904454253002753,2022-10-14,page_log,10,,,,high,,confirmed,human_confirmed,ok,Ch 404 p. 10 sketch,page_log,10,,2026-08-30T06:00:17.009316+00:00
1581202157696475136,2022-10-15,page_log,11,,,,high,,confirmed,human_confirmed,ok,,page_log,11,,2026-08-30T06:00:17.009316+00:00
1785895428573319488,2024-05-02,page_log,6 7,,,,high,2024 era begins; multiple pages per post,confirmed,human_confirmed,ok,Ch 405 p. 7 sketch,page_log,6 7,,2026-08-30T06:00:17.009316+00:00
1786271534228951329,2024-05-03,page_log,8 9,,,,high,,confirmed,human_confirmed,ok,Ch 405 p. 8 sketch,page_log,8 9,,2026-08-30T06:00:17.009316+00:00
1786653489306972278,2024-05-04,page_log,10 11,,,,high,,confirmed,human_confirmed,ok,Ch 405 p. 11 sketch,page_log,10 11,,2026-08-30T06:00:17.009316+00:00
1786998395732988294,2024-05-05,page_log,12 13 14,,,,high,,confirmed,human_confirmed,ok,Ch 405 p. 14 sketch,page_log,12 13 14,,2026-08-30T06:00:17.009316+00:00
1787384568330301456,2024-05-06,page_log,15 16 17,,,,high,,confirmed,human_confirmed,ok,Ch 405 p. 16 sketch,page_log,15 16 17,,2026-08-30T06:00:17.009316+00:00
1788466465072640148,2024-05-09,page_log,4 5 6,,,,high,RESET,confirmed,human_confirmed,ok,Ch 406 p. 4 sketch,page_log,4 5 6,,2026-08-30T06:00:17.009316+00:00
1788817836695331294,2024-05-10,page_log,7 8 9,,,,high,,confirmed,human_confirmed,ok,Ch 406 p. 9 sketch,page_log,7 8 9,,2026-08-30T06:00:17.009316+00:00
1789536557353087288,2024-05-12,page_log,13 14 15,,,,high,,confirmed,human_confirmed,ok,Ch 406 p. 14 sketch,page_log,13 14 15,,2026-08-30T06:00:17.009316+00:00
1790651329960087686,2024-05-15,page_log,4 5 7,,,,high,p6 likely hidden under the stack,confirmed,human_confirmed,ok,,page_log,4 5 7,,2026-08-30T06:00:17.009316+00:00
1790999903046599157,2024-05-16,page_log,8 9 10,,,,high,,confirmed,human_confirmed,ok,Ch 407 p. 7 matches p. 8 sketch,page_log,8 9 10,,2026-08-30T06:00:17.009316+00:00
1791354446531695090,2024-05-17,page_log,11 12 13,,,,high,,confirmed,human_confirmed,ok,Ch 407 p. 10 & 11 matches p. 11 & 12 sketch,page_log,11 12 13,,2026-08-30T06:00:17.009316+00:00
1792827789370110105,2024-05-21,page_log,4 6,,,,high,RESET; middle sheet obscured,confirmed,human_confirmed,ok,,page_log,4 6,,2026-08-30T06:00:17.009316+00:00
1793190105412153752,2024-05-22,page_log,7 8 9,,,,high,,confirmed,human_confirmed,ok,Ch 408 p. 7 sketch,page_log,7 8 9,,2026-08-30T06:00:17.009316+00:00
1793249714126897478,2024-05-22,other,,,,,high,box of discs labelled あとで見る系 円盤BOX 2024.1月〜4月 - not production,confirmed,human_confirmed,ok,,other,,,2026-08-30T06:00:17.009316+00:00
1793552523011469780,2024-05-23,page_log,10 11 12,,,,high,,confirmed,human_confirmed,ok,Ch 408 p. 12 sketch,page_log,10 11 12,,2026-08-30T06:00:17.009316+00:00
1793914960952861172,2024-05-24,page_log,13 14 15,,,,high,,confirmed,human_confirmed,ok,Ch 408 p. 13 sketch,page_log,13 14 15,,2026-08-30T06:00:17.009316+00:00
1794277256837374185,2024-05-25,page_log,16 17 18,,,,high,,confirmed,human_confirmed,ok,,page_log,16 17 18,,2026-08-30T06:00:17.009316+00:00
1795015895884193978,2024-05-27,artwork,,,,,high,"finished inked group illustration, signed",confirmed,human_confirmed,ok,Irrelevant to HxH,artwork,,,2026-08-30T06:00:17.009316+00:00
1795364445029597344,2024-05-28,page_log,6 7 8,,,,high,RESET,confirmed,human_confirmed,ok,Ch 409 p. 6 & 7 sketch,page_log,6 7 8,,2026-08-30T06:00:17.009316+00:00
1795726834904289495,2024-05-29,page_log,9 10 11,,,,high,,confirmed,human_confirmed,ok,,page_log,9 10 11,,2026-08-30T06:00:17.009316+00:00
1795737253144379689,2024-05-29,artwork,,,,,high,colour Jump-mascot astronaut,confirmed,human_confirmed,ok,Gon,artwork,,,2026-08-30T06:00:17.009316+00:00
1796089191438447033,2024-05-30,page_log,12 13 14,,,,high,,confirmed,human_confirmed,ok,Ch 409 p. 12 sketch,page_log,12 13 14,,2026-08-30T06:00:17.009316+00:00
1796126794719895863,2024-05-30,artwork,,,,,high,colour Gon,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1796452021056545038,2024-05-31,page_log,15 16 17,,,,high,,confirmed,human_confirmed,ok,Ch 409 p. 15 & 16 sketch,page_log,15 16 17,,2026-08-30T06:00:17.009316+00:00
1796517064666137032,2024-05-31,artwork,,,,,high,colour Gon + mascot,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1796824355005206711,2024-06-01,artwork,,,,,high,colour Gon with staff,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1797197820585497053,2024-06-02,page_log,2 3 4,,,,high,third sheet partly obscured,confirmed,human_corrected,fix,Ch 410 p. 4 sketch,page_log,2 3,,2026-08-30T06:00:17.009316+00:00
1797235656940540335,2024-06-02,artwork,,,,,high,colour illustration beside the 2008 WSJ #14 revival cover,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1797538778439090611,2024-06-03,page_log,5 6 7,,,,high,,confirmed,human_confirmed,ok,Ch 410 p. 6 sketch; Killua sketch showing “p. 5” is just for numbering the page not actually appears on the published version,page_log,5 6 7,,2026-08-30T06:00:17.009316+00:00
1797558564116165098,2024-06-03,artwork,,,,,high,colour Killua beside the same WSJ cover,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1797901236098023911,2024-06-04,page_log,8 9 10,,,,high,,confirmed,human_confirmed,ok,Ch 410 p. 8 sketch,page_log,8 9 10,,2026-08-30T06:00:17.009316+00:00
1797930703407263899,2024-06-04,artwork,,,,,high,"colour illustration, cat-like character",confirmed,human_confirmed,ok,The character is Pitou,artwork,,,2026-08-30T06:00:17.009316+00:00
1798263559031501158,2024-06-05,page_log,11 12 13,,,,high,,confirmed,human_confirmed,ok,,page_log,11 12 13,,2026-08-30T06:00:17.009316+00:00
1798281414670250400,2024-06-05,artwork,,,,,high,"colour painting, Biscuit and others",confirmed,human_confirmed,ok,The characters are chimera ant arc characters,artwork,,,2026-08-30T06:00:17.009316+00:00
1798626376557498622,2024-06-06,page_log,14 15 16,,,,high,,confirmed,human_confirmed,ok,,page_log,14 15 16,,2026-08-30T06:00:17.009316+00:00
1798661926345637997,2024-06-06,artwork,,,,,high,colour Gon/Killua/Biscuit,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1798988560256864617,2024-06-07,page_log,17 18 19,,,,high,chapter ends at p19,confirmed,human_confirmed,ok,,page_log,17 18 19,,2026-08-30T06:00:17.009316+00:00
1799350843986350568,2024-06-08,page_log,1 2 3,,,,high,"RESET - includes p1, unusual",confirmed,human_confirmed,ok,Ch 411 p. 1 sketch,page_log,1 2 3,,2026-08-30T06:00:17.009316+00:00
1799770247752503341,2024-06-09,page_log,4 5 6,,,,high,,confirmed,human_confirmed,ok,Ch 411 p. 5 sketch,page_log,4 5 6,,2026-08-30T06:00:17.009316+00:00
1800075528600428979,2024-06-10,page_log,7 8 9,,,,high,,confirmed,human_confirmed,ok,Ch 411 p. 8 & 9 sketch,page_log,7 8 9,,2026-08-30T06:00:17.009316+00:00
1800497805502620009,2024-06-11,artwork,,,,,high,colour Killua,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1800800295573971089,2024-06-12,page_log,13 14 15,,,,high,,confirmed,human_confirmed,ok,Ch 411 p. 14 sketch,page_log,13 14 15,,2026-08-30T06:00:17.009316+00:00
1800837214533996652,2024-06-12,artwork,,,,,high,colour chibi with fish,confirmed,human_confirmed,ok,Gon,artwork,,,2026-08-30T06:00:17.009316+00:00
1801162627944722613,2024-06-13,page_log,16 17 18,,,,high,,confirmed,human_confirmed,ok,,page_log,16 17 18,,2026-08-30T06:00:17.009316+00:00
1801239618127647228,2024-06-13,artwork,,,,,high,colour portrait,confirmed,human_confirmed,ok,Genthru,artwork,,,2026-08-30T06:00:17.009316+00:00
1802612319396168016,2024-06-17,page_log,3 4 5,,,,high,RESET,confirmed,human_confirmed,ok,Ch 412 p. 2 & 3 match 3 & 4,page_log,3 4 5,,2026-08-30T06:00:17.009316+00:00
1802665606199803994,2024-06-17,artwork,,,,,high,colour Gon,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1802985026558320957,2024-06-18,page_log,6,,,,high,,confirmed,human_confirmed,ok,Ch 412 p. 5 matches 6,page_log,6,,2026-08-30T06:00:17.009316+00:00
1803337143743664338,2024-06-19,page_log,7 8 9,,,,high,,confirmed,human_confirmed,ok,Ch 412 p. 9 & 10 match 10 & 11,page_log,7 8 9,,2026-08-30T06:00:17.009316+00:00
1803394314233663704,2024-06-19,artwork,,,,,high,two colour Gon cuts,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1803699785347768718,2024-06-20,page_log,10 11 12,,,,high,,confirmed,human_confirmed,ok,,page_log,10 11 12,,2026-08-30T06:00:17.009316+00:00
1803755471377219814,2024-06-20,artwork,,,,,high,colour chibi cuts,confirmed,human_confirmed,ok,Both are Gon,artwork,,,2026-08-30T06:00:17.009316+00:00
1804061999074284017,2024-06-21,page_log,13 14,,,,high,,confirmed,human_confirmed,ok,Ch 412 p. 12 matches 13,page_log,13 14,,2026-08-30T06:00:17.009316+00:00
1804110838887850221,2024-06-21,artwork,,,,,high,four marker portraits,confirmed,human_confirmed,ok,Gon/Killua/Leorio/Kurapika,artwork,,,2026-08-30T06:00:17.009316+00:00
1804424248049700901,2024-06-22,page_log,15 16 17,,,,high,,confirmed,human_confirmed,ok,,page_log,15 16 17,,2026-08-30T06:00:17.009316+00:00
1804449791382020492,2024-06-22,artwork,,,,,high,"colour Gon on skateboard, vol.36",confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1805149366791049565,2024-06-24,page_log,2 3 4,,,,high,RESET,confirmed,human_confirmed,ok,,page_log,2 3 4,,2026-08-30T06:00:17.009316+00:00
1805517941452292310,2024-06-25,page_log,5 6 7,,,,high,,confirmed,human_confirmed,ok,,page_log,5 6 7,,2026-08-30T06:00:17.009316+00:00
1805557906429165596,2024-06-25,artwork,,,,,high,colour Gon face,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1805873828775817614,2024-06-26,page_log,8 9 10,,,,high,,confirmed,human_confirmed,ok,,page_log,8 9 10,,2026-08-30T06:00:17.009316+00:00
1805941576918819074,2024-06-26,artwork,,,,,high,colour Gon with can,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1806236277743976470,2024-06-27,page_log,11 12 13,,,,high,,confirmed,human_confirmed,ok,Ch 413 p. 11 sketch,page_log,11 12 13,,2026-08-30T06:00:17.009316+00:00
1806282788271952085,2024-06-27,artwork,,,,,high,colour Gon cutout,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1806598842818970067,2024-06-28,page_log,14 15 16,,,,high,,confirmed,human_confirmed,ok,Ch 413 p. 14 sketch,page_log,14 15 16,,2026-08-30T06:00:17.009316+00:00
1806670555355189615,2024-06-28,artwork,,,,,high,colour Gon jumping,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1807352100143473112,2024-06-30,artwork,,,,,high,"archival YuYu Hakusho WSJ cover art, 11月19日号",confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1807686257998438618,2024-07-01,page_log,4 5 6,,,,high,RESET,confirmed,human_confirmed,ok,Ch 414 p. 4 sketch,page_log,4 5 6,,2026-08-30T06:00:17.009316+00:00
1808101122328219828,2024-07-02,artwork,,,,,high,archival YuYu Hakusho No.13 表紙カット,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1808412582673543479,2024-07-03,page_log,8 9,,,,high,,confirmed,human_confirmed,ok,,page_log,8 9,,2026-08-30T06:00:17.009316+00:00
1808470754931171460,2024-07-03,artwork,,,,,high,colour Gon riding a lizard,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1808824172191363436,2024-07-04,artwork,,,,,high,"ink drawing, witch figure",confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1809146020481372306,2024-07-05,page_log,11,,,,high,,confirmed,human_confirmed,ok,,page_log,11,,2026-08-30T06:00:17.009316+00:00
1809200403084677200,2024-07-05,artwork,,,,,high,colour beach illustration,confirmed,human_confirmed,ok,Gon/Killua/Leorio/Kurapika,artwork,,,2026-08-30T06:00:17.009316+00:00
1809551429457310084,2024-07-06,artwork,,,,,high,archival YuYu Hakusho cut,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
1809902608343286011,2024-07-07,page_log,13,,,,high,,confirmed,human_confirmed,ok,,page_log,13,,2026-08-30T06:00:17.009316+00:00
1809919979640483905,2024-07-07,artwork,,,,,high,birthday illustration dated 2024.7.7,confirmed,human_confirmed,ok,,artwork,,,2026-08-30T06:00:17.009316+00:00
